experiment_id,config,model,prompt_hash,retrieved_ids,status,prediction,malware_probability,confidence,latency_sec,prompt_tokens,completion_tokens,evidence_count
E43198,retrieval_assisted,qwen3.8-flash,0b34c8a9d81937712b1f47c672e9b86eebebda97ebd5d67af53aceaa7c0af72d,"E6787,E37692,E42609",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.148,0,0,0
E43200,retrieval_assisted,qwen3.8-flash,6a0980bab7c68b0cf3bc8528e8da1706f22437baa5c6e7593475f7e539ff04eb,"E5540,E28430,E32874",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.167,0,0,0
E43210,retrieval_assisted,qwen3.8-flash,9ca16b613dafd9ee812110f1d0af72195380bb285b76fe1db7823c71c73fd3ab,"E5568,E6224,E10004",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.178,0,0,0
E43216,retrieval_assisted,qwen3.8-flash,8481ab0900e9e1bf3d52d409880c3a9c524b9836af21edd25638fb557bba6acc,"E3025,E3060,E3140",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.174,0,0,0
E43232,retrieval_assisted,qwen3.8-flash,88c4d777d870e5ef4e1e750e9f2c9f33e301927f9ceb9306385a778058121567,"E56225,E32024,E60319",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.169,0,0,0
E43241,retrieval_assisted,qwen3.8-flash,233953061d5a8d4a7adc83d597d861a83644a6475bfba22a5286105b12b58f15,"E44526,E57727,E16678",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.153,0,0,0
E43243,retrieval_assisted,qwen3.8-flash,007f748aea35605de4303b56f6e985a67ba05bea80dbd9640a39c539baa189d8,"E1925,E10493,E16051",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.162,0,0,0
E43244,retrieval_assisted,qwen3.8-flash,7a9727ddc6ead8db8cb2699a5b4638356f754635d93643a97c16e135f0558180,"E6034,E10033,E10490",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.151,0,0,0
E43245,retrieval_assisted,qwen3.8-flash,a8b9e571cc73ee6bd1705634bd041cfb5da0d94149c5e69ac3551bbd08d22392,"E13242,E49652,E50852",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.18,0,0,0
E43246,retrieval_assisted,qwen3.8-flash,3ffa17727e5afd78ce73445e0f09af2b9881259192e3b2450f29c2353ec7c493,"E2222,E2476,E6378",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.175,0,0,0
E43250,retrieval_assisted,qwen3.8-flash,ff4de109b5eff6ca0290fb4d029aefaf6f8603fa50d4015ddc94b341f236e9ce,"E2271,E3237,E3711",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.201,0,0,0
E43251,retrieval_assisted,qwen3.8-flash,fb8066384c2dafa57f6a4b24b146cd198b95731842d72eff70a11376729ec885,"E1169,E3487,E18930",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.157,0,0,0
E43258,retrieval_assisted,qwen3.8-flash,b26145a6375df22062a92b286a342123e97a9bef224dde4152bfd9795edf0fdd,"E4423,E4456,E4834",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.156,0,0,0
E43259,retrieval_assisted,qwen3.8-flash,7977f5f93aa4c9660d061f58f41cb08e7a0092303ebe69a1044d1bb79da632de,"E4235,E12565,E16804",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.175,0,0,0
E43266,retrieval_assisted,qwen3.8-flash,b7d26225d30ff702dc78aa0f708d954ab7acec99086b2baa8d5f570566fde9da,"E1440,E2274,E2602",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.164,0,0,0
E43268,retrieval_assisted,qwen3.8-flash,705a242345f381d5a34d244de3a29c909d3be85d240088f1cd730c45e8188523,"E1574,E4755,E6548",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.16,0,0,0
E43271,retrieval_assisted,qwen3.8-flash,c1247591701bfbee965499b41c33675e131cf4e68673e0924fa75ab424c6bedc,"E3025,E3060,E3140",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.181,0,0,0
E43276,retrieval_assisted,qwen3.8-flash,ddd8abb61a8225cfad8c48e44561afc8171482b3119614ff29c6c1fa850ce6d4,"E2271,E3237,E3711",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.16,0,0,0
E43280,retrieval_assisted,qwen3.8-flash,49f402a0986e26bedeb0df947f9cb1f4eea4a1eac51092c0adadf819235eeee5,"E2489,E3462,E12278",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.177,0,0,0
E43281,retrieval_assisted,qwen3.8-flash,bf15df0587be7c7a4a1c0ebfb4a6a09afc2ff39a00ae2e7072568dd03f5818d5,"E1079,E18323,E19939",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.168,0,0,0
E43289,retrieval_assisted,qwen3.8-flash,fd0f216ecb47d148a066c67ba5f9a8766d3aac03c5b4afc67513e743bd2fb9c8,"E31643,E39653,E44749",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.149,0,0,0
E43293,retrieval_assisted,qwen3.8-flash,c5d38dde9eab85f3a9ace63f0ce74bdb521756f373c79619a6a3302edc58fc42,"E3025,E3060,E3140",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.142,0,0,0
E43297,retrieval_assisted,qwen3.8-flash,7e34daaadc144278154a8f2be19b3f83e5ac7ed3cc9b700df84aa52f663538df,"E4173,E4313,E22594",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.149,0,0,0
E43298,retrieval_assisted,qwen3.8-flash,e19f87d04d60afcc92111f94bc24f78aed8e8dcf233b377813c5a01c3bf240ab,"E2271,E3237,E3711",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.164,0,0,0
E43312,retrieval_assisted,qwen3.8-flash,0e276523dfb86cc254c3cbb78b29960497e88951e68384fe36cadca374710474,"E3025,E3060,E3140",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.176,0,0,0
E43314,retrieval_assisted,qwen3.8-flash,ae39aa4b770c62438e689e25387008b9e5943402db95a8f61bec126c8e833f12,"E10480,E14093,E15359",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.157,0,0,0
E43327,retrieval_assisted,qwen3.8-flash,51923e65471b387bbc82e52a34fcd4687366c32605bfafd497936c51ced5dcc9,"E1132,E1229,E1517",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.161,0,0,0
E43333,retrieval_assisted,qwen3.8-flash,94f531759418afd2330f0cb136875e1251d434cbbfcf7819337c90eab9aae661,"E24967,E998,E42745",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.176,0,0,0
E43338,retrieval_assisted,qwen3.8-flash,f9e21ea6e00f4f15762f404f22f8af5a7468daa4beb7f1e84cc70d898660b05b,"E2271,E3237,E3711",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.189,0,0,0
E43340,retrieval_assisted,qwen3.8-flash,ecbf962cfa34128a2ac5729a9c00c45d6256af14d219fa96b463153889c0ae67,"E1132,E1229,E1517",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.377,0,0,0
E43344,retrieval_assisted,qwen3.8-flash,eec52ddbc4a83b8ed81e28472f0848460116ee825488ad4672f935fe9c4d8984,"E37224,E46558,E9896",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.157,0,0,0
E43345,retrieval_assisted,qwen3.8-flash,a49c87c0b0009d9ebeaa1706b3b052f87a6723a7aee5cdee5616f6fbf6343a9a,"E34131,E17583,E28185",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.165,0,0,0
E43355,retrieval_assisted,qwen3.8-flash,4d8745e879b98d4fb89790ebd087cbf801963a39d7276de54c57d07707ced7b4,"E12134,E998,E42745",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.156,0,0,0
E43364,retrieval_assisted,qwen3.8-flash,2a5463238109f320c837eff9b940883ecc62ef3bc57c441d083466ef8fe6fa1a,"E60403,E32886,E46499",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.163,0,0,0
E43367,retrieval_assisted,qwen3.8-flash,e2e2e6e75146290b8149d364532173c6ecd590a2cb03770d6e23d538ac18893c,"E2271,E3237,E3711",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.165,0,0,0
E43369,retrieval_assisted,qwen3.8-flash,76a3a9a10dc1c7867070f88ce850fd9749a3b9ea9cf30c69e54cbc804ac52db6,"E1982,E2510,E3242",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.169,0,0,0
E43371,retrieval_assisted,qwen3.8-flash,42e2e87524d5978d3d26523918c88d491d3da0f6295d6515b92a158797e21ee6,"E22986,E55381,E23212",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.147,0,0,0
E43383,retrieval_assisted,qwen3.8-flash,649784b65da00a7f60700755033d7b502a7efad1106239df60732c327e041e1c,"E16887,E64533,E46827",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.154,0,0,0
E43384,retrieval_assisted,qwen3.8-flash,20c38c8005a3576c1b1a13af78ba002160df42c74c56efd0f4508370082bd833,"E1462,E46,E4887",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.153,0,0,0
E43389,retrieval_assisted,qwen3.8-flash,3d9ab7a3daab2bb52137c5119c1e0341ff62878a85cdc6287ed64523e7200d31,"E10,E106,E1236",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.149,0,0,0
E43390,retrieval_assisted,qwen3.8-flash,d92f708be4fd8bb8b4500d3771471daf43e17af090ae1f0346f69df968e17900,"E38488,E48405,E57423",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.154,0,0,0
E43392,retrieval_assisted,qwen3.8-flash,de0c2c097c44a6615ff21ea5ad6e2ac68cdfd6d55f285166372d0eff972603ae,"E5880,E25788,E31305",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.161,0,0,0
E43396,retrieval_assisted,qwen3.8-flash,9c6c66a8897fdc5da96a28476d158e6c205ab2ac96de8fc23016bc4bb3c362a6,"E2271,E3237,E3711",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.152,0,0,0
E43398,retrieval_assisted,qwen3.8-flash,c568cb5b59f75b574823fc0dd9728fa59f7c90df741058124e77d7154f2206e6,"E1019,E192,E3701",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.168,0,0,0
E43399,retrieval_assisted,qwen3.8-flash,0cb4cc4ee6d1e09744206d2fb1ff27ddb960b211f96f69684a195bd7c5ae6dd6,"E1704,E2260,E2295",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.166,0,0,0
E43400,retrieval_assisted,qwen3.8-flash,7ba5e2eb7a15f885cfb5f9c9b775b86950d9257b798b88bae00d51d2094d78df,"E2271,E3237,E3711",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.16,0,0,0
E43403,retrieval_assisted,qwen3.8-flash,b8b522e5367c18192478dac3d9d262c959f5ec2c4f2bea9f4e2f0f0df893af98,"E139,E1621,E2063",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.153,0,0,0
E43404,retrieval_assisted,qwen3.8-flash,affdde840c626d47d773949caefab8033f92998c0a989d24b7a47cdee0b6f63f,"E22986,E59380,E37201",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.162,0,0,0
E43414,retrieval_assisted,qwen3.8-flash,1d655e4bc9f9ed6931069ce66edff2d6800c2646e1c461a24a6d38530dcc1468,"E3025,E3060,E3140",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.147,0,0,0
E43415,retrieval_assisted,qwen3.8-flash,c44745cff2b8976bc5863fe4b942706a26e63d7ef0152eea34be33f779725163,"E332,E47177,E3683",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.155,0,0,0
E43417,retrieval_assisted,qwen3.8-flash,bab12a605719eca08fc37dd77a8fdde2d94de217cc60d7fbb67c05d607a75998,"E6824,E6983,E14659",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.171,0,0,0
E43426,retrieval_assisted,qwen3.8-flash,50ada0849ac91f0818c629945f74b9f1c8ac3d24b8477b7963380169b9072ec0,"E30551,E51756,E60063",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.159,0,0,0
E43440,retrieval_assisted,qwen3.8-flash,49dd4b49c9e12eda0e62ddd2eeba912b25f1a951db3dc5e25a201e6c922a6ba9,"E29975,E49563,E28462",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.157,0,0,0
E43458,retrieval_assisted,qwen3.8-flash,f449d9ff6ab0ded0fb2394e40da9e6add74a7236344c2cb996df72999fce8d29,"E4855,E10188,E10758",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.148,0,0,0
E43461,retrieval_assisted,qwen3.8-flash,ea989e4357bfe59c5882e61e85181964ff423f018ad0ad1fc3328f96766eda92,"E4400,E48882,E19370",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.163,0,0,0
E43464,retrieval_assisted,qwen3.8-flash,b6127044ad92c1a3f925cffa6cc0275fff64ed94151f0bff1b6346a0c55423ad,"E2493,E2624,E6801",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.183,0,0,0
E43468,retrieval_assisted,qwen3.8-flash,395e4ad28a397b8baa2686b2c008221f91bebc8ea42db7f1080a04f5e67e996b,"E5791,E7362,E210",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.164,0,0,0
E43476,retrieval_assisted,qwen3.8-flash,35315dc99c55f927c8843105470ee4e427fd984127f37ec7af2acdfe275774ab,"E46045,E49010,E62065",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.161,0,0,0
E43481,retrieval_assisted,qwen3.8-flash,ad1d095845e04bf03281d15086a6c851584aba2db3575db35697088d885ca35c,"E3225,E3840,E45312",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.147,0,0,0
E43490,retrieval_assisted,qwen3.8-flash,b7141fb297bf379484663c6bde26bd5e0a6a9e99199e0d79ef95bd6ab545cd73,"E23992,E55457,E1169",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.159,0,0,0
E43494,retrieval_assisted,qwen3.8-flash,edf93c4e7cbd9389fd7a78b57c56ed41e2d57faa2334ac6bc8d30942f4f34dbc,"E1132,E1229,E1517",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.172,0,0,0
E43498,retrieval_assisted,qwen3.8-flash,86d49e514e6c60d755cf592cad913e398accb7876121c5d8686188bddaa56c40,"E3025,E3060,E3140",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.155,0,0,0
E43503,retrieval_assisted,qwen3.8-flash,23a94967395505e70f72132291218be6729baf7e47a2bb83301ef7c4faf4625d,"E22118,E43893,E40978",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.159,0,0,0
E43505,retrieval_assisted,qwen3.8-flash,e9bf55397efdda2e07f34e21c14c930100b799cbb6a90feeecc343ad2cae8ecc,"E916,E48841,E53203",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.164,0,0,0
E43514,retrieval_assisted,qwen3.8-flash,31527441843b3c4d2d001815c2775ae25e3ec0a5a536e9714e3812d1d0046cc7,"E18659,E21463,E32773",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.15,0,0,0
E43519,retrieval_assisted,qwen3.8-flash,c04bb179ede93468930220e1cb1e47f4862d33b1d0cb11be6fb74fe32b9f1fc9,"E2174,E4465,E5623",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.169,0,0,0
E43527,retrieval_assisted,qwen3.8-flash,ccb63b5be18507b38ebd818a681c2ca023cf71b021ba844b06e3c31198abfd4c,"E2271,E3237,E3711",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.163,0,0,0
E43528,retrieval_assisted,qwen3.8-flash,b904c4faee76a23e7a853146b5157a254d269ef960e588178182d6c7040f4cd5,"E16249,E8528,E32204",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.185,0,0,0
E43537,retrieval_assisted,qwen3.8-flash,e8bce19a882164a39481d965f04e00467c2e23f66b21434a8fdba22fde3430cb,"E12731,E16765,E38208",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.176,0,0,0
E43538,retrieval_assisted,qwen3.8-flash,f711b4ac9aeeb1be11c52f9fe164196cbbb2e8eb638f920d562ea2385bdeb6e0,"E49162,E58495,E8046",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.188,0,0,0
E43539,retrieval_assisted,qwen3.8-flash,9d764d300ca5dd38f94afca40592faa2caf0a8be7a6a0858be9cb71bebe6d2b9,"E9006,E17124,E18342",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.176,0,0,0
E43541,retrieval_assisted,qwen3.8-flash,7497db0bb02d2915300de87bff69a53806aa8dc437e88378bc4062e8a0fd4be1,"E5222,E6792,E38723",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.318,0,0,0
E43542,retrieval_assisted,qwen3.8-flash,4dc9c276b1d596d4eb075903ad2e54ca12c4273df696af53f4ae5f0ea7e69be4,"E2271,E3237,E3711",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.166,0,0,0
E43547,retrieval_assisted,qwen3.8-flash,c21809fb3a619df785c8114a2355c502730892c87d79e718321fd2e0a9c2f77d,"E119,E7820,E9359",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.159,0,0,0
E43554,retrieval_assisted,qwen3.8-flash,5c36056b4161e2b394c670f6d06b2f08371ad5c77d91b1a85dc8ebe6def51d57,"E45070,E46617,E53301",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.166,0,0,0
E43564,retrieval_assisted,qwen3.8-flash,d3c581ab6957337393d8ed9fab4b0a4d321a7d92575ff6e8ce1e32ce7f4dee10,"E2664,E781,E13416",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.151,0,0,0
E43570,retrieval_assisted,qwen3.8-flash,9dd1926231c624cba68e2b6ad310fedb4ffd6a642d8816e2811e3cdec1560215,"E11841,E22239,E33413",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.168,0,0,0
E43581,retrieval_assisted,qwen3.8-flash,27e48ced25b8c783f0afc9ae56c34d358d22788f8f0ff45f80b4aba6d7db7c6d,"E3025,E3060,E3140",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.214,0,0,0
E43594,retrieval_assisted,qwen3.8-flash,6eb0e99fe10bb48e1d7f218aad87ee99d42aeb2d6d2dc099ecd719552d2c95f7,"E5392,E6218,E10200",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.155,0,0,0
E43595,retrieval_assisted,qwen3.8-flash,500a11b0a2201555db319f906a369b6dcd9a58fed49e2bd35fc16d5a4c8e1c7e,"E1132,E1229,E1517",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.164,0,0,0
E43596,retrieval_assisted,qwen3.8-flash,a30141551ade63aa2c04e9423b089ffa8275c504203daca520c3f3d73fcd24b3,"E14021,E27677,E58433",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.188,0,0,0
E43600,retrieval_assisted,qwen3.8-flash,aa3518a94713f9eceaae5243a9d3f71b21df235438570916104ce6e24134120b,"E3646,E4858,E8069",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.158,0,0,0
E43601,retrieval_assisted,qwen3.8-flash,a1643ae58684af7716033492245f43ba788102c8be7a15747a8c672a795012e3,"E58295,E38248,E24300",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.152,0,0,0
E43602,retrieval_assisted,qwen3.8-flash,dbd336e0b49fa3ecf420049a96f8d2b0afec8411f1838071dcd074cde57ae18c,"E2271,E3237,E3711",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.171,0,0,0
E43606,retrieval_assisted,qwen3.8-flash,96854dfcbdd1fca4587cc7e2ebc2bb2a415c5adbc3455f33b7b4f59de6d3ab67,"E36314,E37853,E59150",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.141,0,0,0
E43607,retrieval_assisted,qwen3.8-flash,a75a64b6e2d19ead9b8b33cf508ca295da94f493aa4e595cb154c6c1588f06bd,"E2136,E7388,E10458",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.155,0,0,0
E43616,retrieval_assisted,qwen3.8-flash,8617dff338e065a93806b4746852d9b2c1aca151116f36605839333c9fc513e1,"E2389,E632,E13086",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.161,0,0,0
E43618,retrieval_assisted,qwen3.8-flash,5a6de93027f0da27697c269f7cd5ced43661f7b7c3f3d145b3b9d22668df041a,"E35055,E53682,E14336",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.147,0,0,0
E43619,retrieval_assisted,qwen3.8-flash,32feff1e8a924d5d372f3770402dbd2368a47b41aa9a26a4e82884ab0d508b13,"E266,E2929,E4305",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.177,0,0,0
E43625,retrieval_assisted,qwen3.8-flash,b497cf7a1da9c4102f99bb3d13c5a15fa636222e0671a4a37c606602306fdd76,"E34025,E34496,E40719",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.158,0,0,0
E43626,retrieval_assisted,qwen3.8-flash,1df33df78a7c2aff010c9dbb79d952d184186628bab41cbbb0a92a847972d201,"E29322,E11655,E27637",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.177,0,0,0
E43627,retrieval_assisted,qwen3.8-flash,158d81e500c1876317f7441718411aa3733f6b374d87a36f2ff3856ec7f3c5a1,"E10,E106,E1236",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.146,0,0,0
E43632,retrieval_assisted,qwen3.8-flash,47b3a4eef97c391a9ba68c225c7d21dd1cbe73eeec076a630a89c1b6b0d22054,"E6809,E38637,E56931",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.163,0,0,0
E43637,retrieval_assisted,qwen3.8-flash,0b22012f7cf33573d5ac27372cee1dc8146d89240856114fd3756a1963f83850,"E3025,E3060,E3140",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.149,0,0,0
E43639,retrieval_assisted,qwen3.8-flash,76e845d5470b6bbc426266c4a56c8ca190dac6e5b4ff4f23a743352df3fc75b1,"E3025,E3060,E3140",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.15,0,0,0
E43644,retrieval_assisted,qwen3.8-flash,d003fc8858e356b74c353b7932b0cebb71263a1de4e2642746f07154ec73f0db,"E50406,E45978,E61825",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.215,0,0,0
E43646,retrieval_assisted,qwen3.8-flash,f77ee6388382efb528c4c2b7ec7a9b7f5a69cc000a8515f4e6ed6c2a0714ed19,"E3025,E3060,E3140",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.146,0,0,0
E43653,retrieval_assisted,qwen3.8-flash,09613dad87fa4eda894d4bdfd34ffa38105e75a25243a97f670e497d74a8424c,"E17282,E30194,E54131",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.154,0,0,0
E43658,retrieval_assisted,qwen3.8-flash,7f4b591f6be716b45d54cae0d9170bc9f459a2e15d3519f75220ae7e8d30d2d0,"E39056,E43130,E46473",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.179,0,0,0
E43660,retrieval_assisted,qwen3.8-flash,63dcd1e79269b217fe5a60f0683ccc5834b600da8cd98f26e39d898fc88e567c,"E1673,E176,E2623",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.162,0,0,0
E43663,retrieval_assisted,qwen3.8-flash,6b23c1ef7c535cc94c7e22b83f75415d5a3b00fa10162cffbab76048159756cc,"E3025,E3060,E3140",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.152,0,0,0
E43671,retrieval_assisted,qwen3.8-flash,7f682d2c0dbb870f6cfa27c1db5eb688f85ae14261ee0275595d31e99d5dcc47,"E2963,E426,E10833",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.275,0,0,0
E43674,retrieval_assisted,qwen3.8-flash,3caef6398f7734c690188e09d3629d71159223facc3a7cc0cd5dbc26cf3dcb2b,"E3025,E3060,E3140",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.163,0,0,0
E43681,retrieval_assisted,qwen3.8-flash,bb7706cb942b6c2ac50ae2df21cdd35d447b0967cfa5bc00516b54c0581d8dca,"E6443,E24945,E32694",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.155,0,0,0
E43683,retrieval_assisted,qwen3.8-flash,1c097718bd78b53937d1ee77bc1c50dcc1dded4400f532837e93f7c5964b2e23,"E10,E106,E1236",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.158,0,0,0
E43687,retrieval_assisted,qwen3.8-flash,5064011190ac958a0a70145c73d03979181917240b1343df1f17b6cb6dfef575,"E1440,E2274,E2602",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.186,0,0,0
E43699,retrieval_assisted,qwen3.8-flash,59c7d62181a60efc605299b2515580b8241ba00c29f0719df695d3c1d607ee48,"E2271,E3237,E3711",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.44,0,0,0
E43701,retrieval_assisted,qwen3.8-flash,ebb8f7c867f81cf7514bfc6407e1915dff52a72f72fa102255d04fe018491c67,"E3025,E3060,E3140",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.167,0,0,0
E43704,retrieval_assisted,qwen3.8-flash,40ff10621b5012034a6b120b5afdcc441bf791da2ef9b30c021e8b785cf9f46f,"E46617,E45070,E53301",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.168,0,0,0
E43706,retrieval_assisted,qwen3.8-flash,4a8bfc03ddbf1a7d0505e8c50d6caf97eeeed66db995463fc70d832b860d48fb,"E5922,E13427,E13692",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.16,0,0,0
E43718,retrieval_assisted,qwen3.8-flash,40bb5cb801831af968d7df977ade107ee4006519222b10984736d786f9cbaceb,"E1704,E2260,E2295",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.163,0,0,0
E43722,retrieval_assisted,qwen3.8-flash,2db06aa6453368ac5aeba03bbc93bc9c73050daa0ae4158bd7762280463a07cd,"E3025,E3060,E3140",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.176,0,0,0
E43724,retrieval_assisted,qwen3.8-flash,7c430334bc6e335068a2a4ede18b380ef0c8195e103f1efea557f4422a64a1aa,"E5615,E49015,E56759",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.165,0,0,0
E43725,retrieval_assisted,qwen3.8-flash,c2d0ab664c61df22e8c1a9f7c271fff205c863f4d6016f466788eb7165e30547,"E28,E7419,E20027",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.18,0,0,0
E43729,retrieval_assisted,qwen3.8-flash,e75b7605df6afa8a808cbd1789afd4bcd70fcf0be0db1e38f732781ff619ab7c,"E1132,E1229,E1517",api_error: API failed after 3 attempts: HTTP 429 Too Many Req,,,,0.175,0,0,0
